,delay[s]
153704,0.178
153705,0.098
153706,0.643
153707,0.082
153708,0.088
153709,0.305
153710,0.511
153711,0.182
153712,0.08
153713,0.288
153714,0.098
153715,0.192
153716,0.151
153717,0.333
153718,0.086
153719,0.148
153720,0.055
153721,0.151
153722,0.048
153723,0.247
153724,0.066
153725,0.079
153726,0.09
153727,0.144
153728,0.145
153729,0.069
153730,0.07
153731,0.281
153732,0.155
153733,0.318
153734,0.019
153735,0.237
153736,0.16
153737,0.093
153738,0.185
153739,0.346
153740,0.278
153741,0.054
153742,0.101
153743,0.07
153744,0.201
153745,0.254
153746,0.277
153747,0.129
153748,0.462
153749,0.111
153750,0.104
153751,0.18
153752,0.115
153753,0.126
153754,0.447
153755,0.22
153756,0.125
153757,0.15
153758,0.182
153759,0.066
153760,0.286
153761,0.169
153762,0.041
153763,0.086
153764,0.038
153765,0.097
153766,0.038
153767,0.218
153768,0.159
153769,0.151
153770,0.442
153771,0.107
153772,0.008
153773,0.163
153774,0.144
153775,0.105
153776,0.047
153777,0.51
153778,0.134
153779,0.179
153780,0.082
153781,0.061
153782,0.004
153783,0.075
153784,0.309
153785,0.167
153786,0.058
153787,0.1
153788,0.099
153789,0.35
153790,0.114
153791,0.119
153792,0.04
153793,0.064
153794,0.2
153795,0.119
153796,0.194
153797,0.178
153798,0.214
153799,0.092
153800,0.056
153801,0.219
153802,0.455
153803,0.172
153804,0.182
153805,0.087
153806,0.079
153807,0.162
153808,0.233
153809,0.249
153810,0.267
153811,0.226
153812,0.045
153813,0.081
153814,0.244
153815,0.536
153816,0.134
153817,0.043
153818,0.173
153819,0.118
153820,0.019
153821,0.041
153822,0.1
153823,0.223
153824,0.113
153825,0.22
153826,0.392
153827,0.295
153828,0.066
153829,0.396
153830,0.39
153831,0.243
153832,0.052
153833,0.205
153834,0.08
153835,0.065
153836,0.215
153837,0.143
153838,0.149
153839,0.108
153840,0.15
153841,0.232
153842,0.147
153843,0.079
153844,0.108
153845,0.11
153846,0.32
153847,0.081
153848,0.194
153849,0.227
153850,0.066
153851,0.391
153852,0.132
153853,0.21
153854,0.244
153855,0.086
153856,0.422
153857,0.162
153858,0.237
153859,0.092
153860,0.257
153861,0.174
153862,0.281
153863,0.175
153864,0.116
153865,0.117
153866,0.14
153867,0.117
153868,0.272
153869,0.226
153870,0.179
153871,0.087
153872,0.257
153873,0.489
153874,0.122
153875,0.09
153876,0.137
153877,0.218
153878,0.252
153879,0.101
153880,0.099
153881,0.157
153882,0.109
153883,0.368
153884,0.119
153885,0.222
153886,0.174
153887,0.024
153888,0.052
153889,0.098
153890,0.063
153891,0.218
153892,0.108
153893,0.144
153894,0.23
153895,0.161
153896,0.105
153897,0.158
153898,0.017
153899,0.162
153900,0.065
153901,0.288
153902,0.091
153903,0.212
153904,0.562
153905,0.071
153906,0.113
153907,0.179
153908,0.299
153909,0.259
153910,0.154
153911,0.103
153912,0.174
153913,0.199
153914,0.01
153915,0.101
153916,0.671
153917,0.136
153918,0.177
153919,0.035
153920,0.052
153921,0.136
153922,0.156
153923,0.143
153924,0.101
153925,0.216
153926,0.059
153927,0.176
153928,0.329
153929,0.182
153930,0.379
153931,0.08
153932,0.12
153933,0.409
153934,0.07
153935,0.184
153936,0.125
153937,0.072
153938,0.114
153939,0.112
153940,0.089
153941,0.109
153942,0.442
153943,0.11
153944,0.062
153945,0.132
153946,0.061
153947,0.058
153948,0.178
153949,0.19
153950,0.263
153951,0.286
153952,0.626
153953,0.22
153954,0.145
153955,0.104
153956,0.108
153957,0.083
153958,0.089
153959,0.294
153960,0.143
153961,0.144
153962,0.192
153963,0.401
153964,0.444
153965,0.18
153966,0.121
153967,0.113
153968,0.303
153969,0.311
153970,0.205
153971,0.064
153972,0.131
153973,0.155
153974,0.233
153975,0.275
153976,0.127
153977,0.469
153978,0.37
153979,0.115
153980,0.207
153981,0.115
153982,0.113
153983,0.084
153984,0.085
153985,0.309
153986,0.424
153987,0.096
153988,0.31
153989,0.432
153990,0.075
153991,0.303
153992,0.098
153993,0.113
153994,0.063
153995,0.357
153996,0.055
153997,0.166
153998,0.044
153999,0.242
154000,0.212
154001,0.099
154002,0.231
154003,0.306
154004,0.192
154005,0.061
154006,0.025
154007,0.072
154008,0.379
154009,0.12
154010,0.159
154011,0.037
154012,0.117
154013,0.087
154014,0.023
154015,0.367
154016,0.109
154017,0.103
154018,0.127
154019,0.131
154020,0.008
154021,0.2
154022,0.332
154023,0.365
154024,0.045
154025,0.25
154026,0.037
154027,0.192
154028,0.055
154029,0.115
154030,0.117
154031,0.071
154032,0.126
154033,0.18
154034,0.094
154035,0.295
154036,0.34
154037,0.204
154038,0.044
154039,0.162
154040,0.06
154041,0.238
154042,0.366
154043,0.152
154044,0.326
154045,0.03
154046,0.111
154047,0.097
154048,0.306
154049,0.07
154050,0.136
154051,0.301
154052,0.067
154053,0.073
154054,0.814
154055,0.062
154056,0.157
154057,0.333
154058,0.385
154059,0.185
154060,0.069
154061,0.38
154062,0.143
154063,0.117
154064,0.109
154065,0.08
154066,0.16
154067,0.11
154068,0.103
154069,0.095
154070,0.209
154071,0.196
154072,0.16
154073,0.225
154074,0.147
154075,0.249
154076,0.412
154077,0.066
154078,0.273
154079,0.07
154080,0.28
154081,0.115
154082,0.039
154083,0.238
154084,0.039
154085,0.192
154086,0.245
154087,0.192
154088,0.076
154089,0.448
154090,0.029
154091,0.191
154092,0.654
154093,0.087
154094,0.325
154095,0.128
154096,0.07
154097,0.489
154098,0.092
154099,0.248
154100,0.085
154101,0.083
154102,0.288
154103,0.053
154104,0.259
154105,0.166
154106,0.03
154107,0.098
154108,0.306
154109,0.051
154110,0.099
154111,0.346
154112,0.195
154113,0.285
154114,0.202
154115,0.311
154116,0.107
154117,0.108
154118,0.139
154119,0.228
154120,0.034
154121,0.132
154122,0.68
154123,0.313
154124,0.17
154125,0.103
154126,0.057
154127,0.101
154128,0.248
154129,0.182
154130,0.136
154131,0.034
154132,0.19
154133,0.138
154134,0.099
154135,0.104
154136,0.149
154137,0.121
154138,0.225
154139,0.17
154140,0.163
154141,0.188
154142,0.108
154143,0.155
154144,0.075
154145,0.162
154146,0.145
154147,0.168
154148,0.237
154149,0.154
154150,0.211
154151,0.034
154152,0.105
154153,0.128
154154,0.633
154155,0.203
154156,0.146
154157,0.188
154158,0.09
154159,0.308
154160,0.067
154161,0.185
154162,0.349
154163,0.248
154164,0.17
154165,0.369
154166,0.187
154167,0.401
154168,0.062
154169,0.287
154170,0.101
154171,0.45
154172,0.38
154173,0.19
154174,0.118
154175,0.136
154176,0.105
154177,0.193
154178,0.141
154179,0.042
154180,0.128
154181,0.075
154182,0.121
154183,0.23
154184,0.015
154185,0.049
154186,0.009
154187,0.14
154188,0.029
154189,0.092
154190,0.116
154191,0.16
154192,0.264
154193,0.086
154194,0.063
154195,0.437
154196,0.096
154197,0.051
154198,0.106
154199,0.109
154200,0.097
154201,0.056
154202,0.482
154203,0.166
154204,0.191
154205,0.203
154206,0.331
154207,0.193
154208,0.502
154209,0.119
154210,0.49
154211,0.097
154212,0.115
154213,0.096
154214,0.052
154215,0.207
154216,0.089
154217,0.147
154218,0.068
154219,0.088
154220,0.181
154221,0.112
154222,0.108
154223,0.009
154224,0.208
154225,0.341
154226,0.083
154227,0.304
154228,0.132
154229,0.116
154230,0.15
154231,0.095
154232,0.289
154233,0.209
154234,0.09
154235,0.084
154236,0.455
154237,0.019
154238,0.32
154239,0.088
154240,0.31
154241,0.068
154242,0.286
154243,0.091
154244,0.109
154245,0.113
154246,0.12
154247,0.102
154248,0.064
154249,0.155
154250,0.304
154251,0.199
154252,0.113
154253,0.056
154254,0.175
154255,0.104
154256,0.093
154257,0.09
154258,0.12
154259,0.111
154260,0.081
154261,0.076
154262,0.283
154263,0.206
154264,0.026
154265,0.26
154266,0.079
154267,0.064
154268,0.121
154269,0.041
154270,0.203
154271,0.119
154272,0.145
154273,0.186
154274,0.256
154275,0.405
154276,0.049
154277,0.087
154278,0.029
154279,0.119
154280,0.315
154281,0.091
154282,0.052
154283,0.052
154284,0.147
154285,0.04
154286,0.101
154287,0.068
154288,0.185
154289,0.058
154290,0.053
154291,0.247
154292,0.428
154293,0.096
154294,0.146
154295,0.107
154296,0.67
154297,0.11
154298,0.089
154299,0.703
154300,0.402
154301,0.056
154302,0.119
154303,0.187
154304,0.041
154305,0.184
154306,0.196
154307,0.083
154308,0.075
154309,0.098
154310,0.29
154311,0.215
154312,0.249
154313,0.113
154314,0.866
154315,0.481
154316,0.368
154317,0.083
154318,0.213
154319,0.166
154320,0.023
154321,0.042
154322,0.179
154323,0.005
154324,0.522
154325,0.042
154326,0.136
154327,0.279
154328,0.016
154329,0.093
154330,0.087
154331,0.106
154332,0.229
154333,0.17
154334,0.101
154335,0.065
154336,0.523
154337,0.179
154338,0.16
154339,0.194
154340,0.197
154341,0.07
154342,0.129
154343,0.222
154344,0.078
154345,0.215
154346,0.109
154347,0.149
154348,0.033
154349,0.142
154350,0.17
154351,0.093
154352,0.118
154353,0.435
154354,0.074
154355,0.13
154356,0.107
154357,0.215
154358,0.113
154359,0.225
154360,0.158
154361,0.332
154362,0.08
154363,0.167
154364,0.147
154365,0.088
154366,0.123
154367,0.29
154368,0.151
154369,0.346
154370,0.13
154371,0.12
154372,0.201
154373,0.118
154374,0.083
154375,0.166
154376,0.167
154377,0.468
154378,0.072
154379,0.1
154380,0.052
154381,0.116
154382,0.262
154383,0.306
154384,0.439
154385,0.191
154386,0.097
154387,0.22
154388,0.061
154389,0.088
154390,0.1
154391,0.149
154392,0.094
154393,0.135
154394,0.232
154395,0.239
154396,0.152
154397,0.127
154398,0.098
154399,0.397
154400,0.084
154401,0.161
154402,0.119
154403,0.111
154404,0.337
154405,0.107
154406,0.218
154407,0.446
154408,0.153
154409,0.032
154410,0.068
154411,0.289
154412,0.086
154413,0.144
154414,0.382
154415,0.164
154416,0.064
154417,0.088
154418,0.162
154419,0.162
154420,0.137
154421,0.134
154422,0.325
154423,0.086
154424,0.33
154425,0.24
154426,0.072
154427,0.087
154428,0.056
154429,0.158
154430,0.179
154431,0.07
154432,0.049
154433,0.223
154434,0.149
154435,0.51
154436,0.166
154437,0.392
154438,0.1
154439,0.376
154440,0.074
154441,0.143
154442,0.027
154443,0.107
154444,0.103
154445,0.417
154446,0.246
154447,0.06
154448,0.305
154449,0.212
154450,0.189
154451,0.313
154452,0.256
154453,0.118
154454,0.114
154455,0.188
154456,0.204
154457,0.126
154458,0.209
154459,0.192
154460,0.06
154461,0.148
154462,0.231
154463,0.141
154464,0.07
154465,0.146
154466,0.136
154467,0.074
154468,0.13
154469,0.088
154470,0.069
154471,0.109
154472,0.116
154473,0.101
154474,0.087
154475,0.082
154476,0.064
154477,0.126
154478,0.158
154479,0.154
154480,0.12
154481,0.3
154482,0.043
154483,0.09
154484,0.067
154485,0.302
154486,0.073
154487,0.141
154488,0.396
154489,0.199
154490,0.129
154491,0.123
154492,0.177
154493,0.113
154494,0.182
154495,0.458
154496,0.079
154497,0.103
154498,0.31
154499,0.088
154500,0.072
154501,0.131
154502,0.144
154503,0.234
154504,0.044
154505,0.317
154506,0.057
154507,0.087
154508,0.316
154509,0.414
154510,0.397
154511,0.188
154512,0.046
154513,0.27
154514,0.08
154515,0.082
154516,0.213
154517,0.344
154518,0.121
154519,0.07
154520,0.102
154521,0.158
154522,0.375
154523,0.112
154524,0.174
154525,0.179
154526,0.271
154527,0.05
154528,0.066
154529,0.343
154530,0.094
154531,0.284
154532,0.096
154533,0.081
154534,0.535
154535,0.134
154536,0.081
154537,0.21
154538,0.073
154539,0.077
154540,0.215
154541,0.049
154542,0.007
154543,0.217
154544,0.183
154545,0.053
154546,0.481
154547,0.074
154548,0.184
154549,0.13
154550,0.078
154551,0.07
154552,0.258
154553,0.124
154554,0.023
154555,0.118
154556,0.286
154557,0.116
154558,0.125
154559,0.12
154560,0.093
154561,0.056
154562,0.211
154563,0.075
154564,0.326
154565,0.117
154566,0.063
154567,0.349
154568,0.252
154569,0.116
154570,0.079
154571,0.187
154572,0.118
154573,0.068
154574,0.028
154575,0.2
154576,0.268
154577,0.165
154578,0.119
154579,0.099
154580,0.308
154581,0.309
154582,0.093
154583,0.082
154584,0.174
154585,0.029
154586,0.021
154587,0.401
154588,0.3
154589,0.078
154590,0.321
154591,0.432
154592,0.118
154593,0.08
154594,0.076
154595,0.128
154596,0.23
154597,0.042
154598,0.277
154599,0.206
154600,0.096
154601,0.206
154602,0.271
154603,0.121
154604,0.032
154605,0.172
154606,0.337
154607,0.801
154608,0.196
154609,0.068
154610,0.078
154611,0.334
154612,0.261
154613,0.158
154614,0.168
154615,0.044
154616,0.063
154617,0.174
154618,0.097
154619,0.19
154620,0.136
154621,0.201
154622,0.101
154623,0.02
154624,0.058
154625,0.168
154626,0.185
154627,0.112
154628,0.083
154629,0.544
154630,0.191
154631,0.132
154632,0.114
154633,0.255
154634,0.11
154635,0.033
154636,0.21
154637,0.104
154638,0.087
154639,0.074
154640,0.041
154641,0.312
154642,0.128
154643,0.155
154644,0.195
154645,0.864
154646,0.254
154647,0.132
154648,0.124
154649,0.136
154650,0.066
154651,0.096
154652,0.475
154653,0.084
154654,0.158
154655,0.161
154656,0.18
154657,0.093
154658,0.299
154659,0.08
154660,0.054
154661,0.063
154662,0.155
154663,0.039
154664,0.041
154665,0.299
154666,0.386
154667,0.116
154668,0.45
154669,0.083
154670,0.31
154671,0.172
154672,0.017
154673,0.161
154674,0.243
154675,0.175
154676,0.075
154677,0.116
154678,0.069
154679,0.342
154680,0.158
154681,0.211
154682,0.138
154683,0.074
154684,0.127
154685,0.213
154686,0.264
154687,0.154
154688,0.123
154689,0.06
154690,0.181
154691,0.07
154692,0.158
154693,0.126
154694,0.062
154695,0.111
154696,0.065
154697,0.2
154698,0.126
154699,0.039
154700,0.402
154701,0.379
154702,0.026
154703,0.099
154704,0.288
154705,0.055
154706,0.136
154707,0.047
154708,0.014
154709,0.091
154710,0.1
154711,0.086
154712,0.198
154713,0.139
154714,0.109
154715,0.381
154716,0.017
154717,0.062
154718,0.054
154719,0.119
154720,0.065
154721,0.175
154722,0.177
154723,0.027
154724,0.152
154725,0.137
154726,0.046
154727,0.176
154728,0.075
154729,0.191
154730,0.085
154731,0.098
154732,0.194
154733,0.3
154734,0.123
154735,0.144
154736,0.662
154737,0.033
154738,0.085
154739,0.162
154740,0.144
154741,0.041
154742,0.145
154743,0.187
154744,0.07
154745,0.155
154746,0.284
154747,0.131
154748,0.129
154749,0.201
154750,0.202
154751,0.746
154752,0.103
154753,0.209
154754,0.064
154755,0.264
154756,0.059
154757,0.166
154758,0.159
154759,0.398
154760,0.061
154761,0.266
154762,0.058
154763,0.063
154764,0.153
154765,0.121
154766,0.095
154767,0.173
154768,0.178
154769,0.039
154770,0.095
154771,0.161
154772,0.17
154773,0.074
154774,0.103
154775,0.112
154776,0.317
154777,0.109
154778,0.07
154779,0.048
154780,0.197
154781,0.275
154782,0.029
154783,0.138
154784,0.237
154785,0.236
154786,0.022
154787,0.108
154788,0.512
154789,0.178
154790,0.165
154791,0.148
154792,0.174
154793,0.107
154794,0.111
154795,0.279
154796,0.585
154797,0.113
154798,0.034
154799,0.093
154800,0.114
154801,0.136
154802,0.05
154803,0.26
154804,0.35
154805,0.115
154806,0.386
154807,0.292
154808,0.199
154809,0.057
154810,0.133
154811,0.325
154812,0.258
154813,0.261
154814,0.131
154815,0.203
154816,0.058
154817,0.193
154818,0.084
154819,0.234
154820,0.228
154821,0.629
154822,0.303
154823,0.042
154824,0.053
154825,0.135
154826,0.581
154827,0.545
154828,0.317
154829,0.078
154830,0.395
154831,0.113
154832,0.139
154833,0.04
154834,0.123
154835,0.169
154836,0.118
154837,0.34
154838,0.34
154839,0.14
154840,0.115
154841,0.245
154842,0.139
154843,0.041
154844,0.051
154845,0.103
154846,0.041
154847,0.202
154848,0.108
154849,0.154
154850,0.023
154851,0.481
154852,0.192
154853,0.117
154854,0.577
154855,0.069
154856,0.085
154857,0.127
154858,0.041
154859,0.063
154860,0.227
154861,0.071
154862,0.13
154863,0.159
154864,0.104
154865,0.298
154866,0.025
154867,0.072
154868,0.102
154869,0.065
154870,0.083
154871,0.183
154872,0.281
154873,0.13
154874,0.232
154875,0.243
154876,0.093
154877,0.227
154878,0.154
154879,0.316
154880,0.178
154881,0.282
154882,0.056
154883,0.225
154884,0.331
154885,0.082
154886,0.047
154887,0.053
154888,0.09
154889,0.098
154890,0.111
154891,0.061
154892,0.401
154893,0.101
154894,0.116
154895,0.029
154896,0.099
154897,0.312
154898,0.105
154899,0.196
154900,0.149
154901,0.075
154902,0.067
154903,0.224
154904,0.115
154905,0.256
154906,0.071
154907,0.024
154908,0.067
154909,0.261
154910,0.183
154911,0.057
154912,0.296
154913,0.246
154914,0.103
154915,0.074
154916,0.28
154917,0.114
154918,0.193
154919,0.11
154920,0.082
154921,0.057
154922,0.098
154923,0.224
154924,0.117
154925,0.311
154926,0.059
154927,0.341
154928,0.011
154929,0.146
154930,0.055
154931,0.195
154932,0.083
154933,0.079
154934,0.228
154935,0.146
154936,0.307
154937,0.121
154938,0.039
154939,0.134
154940,0.089
154941,0.113
154942,0.121
154943,0.138
154944,0.35
154945,0.014
154946,0.163
154947,0.221
154948,0.342
154949,0.154
154950,0.064
154951,0.582
154952,0.212
154953,0.13
154954,0.092
154955,0.294
154956,0.14
154957,0.139
154958,0.137
154959,0.173
154960,0.077
154961,0.172
154962,0.061
154963,0.127
154964,0.17
154965,0.071
154966,0.038
154967,0.369
154968,0.082
154969,0.785
154970,0.45
154971,0.052
154972,0.05
154973,0.148
154974,0.199
154975,0.075
154976,0.161
154977,0.039
154978,0.095
154979,0.18
154980,0.091
154981,0.078
154982,0.277
154983,0.03
154984,0.159
154985,0.097
154986,0.132
154987,0.017
154988,0.108
154989,0.136
154990,0.098
154991,0.063
154992,0.38
154993,0.274
154994,0.201
154995,0.079
154996,0.076
154997,0.088
154998,0.111
154999,0.267
155000,0.176
155001,0.467
155002,0.185
155003,0.096
155004,0.108
155005,0.147
155006,0.215
155007,0.231
155008,0.056
155009,0.341
155010,0.368
155011,0.25
155012,0.067
155013,0.043
155014,0.111
155015,0.129
155016,0.104
155017,0.033
155018,0.18
155019,0.419
155020,0.051
155021,0.17
155022,0.314
155023,0.419
155024,0.139
155025,0.25
155026,0.214
155027,0.055
155028,0.746
155029,0.288
155030,0.092
155031,0.126
155032,0.113
155033,0.101
155034,0.093
155035,0.45
155036,0.072
155037,0.274
155038,0.128
155039,0.16
155040,0.071
155041,0.475
155042,0.121
155043,0.109
155044,0.073
155045,0.106
155046,0.183
155047,0.127
155048,0.082
155049,0.156
155050,0.1
155051,0.097
155052,0.181
155053,0.213
155054,0.097
155055,0.305
155056,0.064
155057,0.115
155058,0.112
155059,0.086
155060,0.041
155061,0.202
155062,0.219
155063,0.225
155064,0.138
155065,0.173
155066,0.09
155067,0.136
155068,0.034
155069,0.116
155070,0.46
155071,0.199
155072,0.3
155073,0.072
155074,0.093
155075,0.078
155076,0.17
155077,0.151
155078,0.193
155079,0.137
155080,0.048
155081,0.008
155082,0.171
155083,0.031
155084,0.254
155085,0.474
155086,0.1
155087,0.082
155088,0.271
155089,0.096
155090,0.074
155091,0.103
155092,0.248
155093,0.261
155094,0.234
155095,0.128
155096,0.306
155097,0.092
155098,0.057
155099,0.494
155100,0.13
155101,0.271
155102,0.082
155103,0.031
155104,0.145
155105,0.129
155106,0.198
155107,0.191
155108,0.138
155109,0.122
155110,0.103
155111,0.064
155112,0.176
155113,0.37
155114,0.067
155115,0.06
155116,0.112
155117,0.18
155118,0.231
155119,0.088
155120,0.082
155121,0.426
155122,0.099
155123,0.122
155124,0.251
155125,0.063
155126,0.063
155127,0.105
155128,0.7
155129,0.061
155130,0.118
155131,0.082
155132,0.237
155133,0.201
155134,0.091
155135,0.172
155136,0.15
155137,0.018
155138,0.217
155139,0.148
155140,0.093
155141,0.032
155142,0.047
155143,0.18
155144,0.134
155145,0.072
155146,0.095
155147,0.104
155148,0.143
155149,0.097
155150,0.095
155151,0.013
155152,0.213
155153,0.205
155154,0.108
155155,0.383
155156,0.178
155157,0.099
155158,0.212
155159,0.119
155160,0.301
155161,0.112
155162,0.212
155163,0.116
155164,0.142
155165,0.158
155166,0.092
155167,0.228
155168,0.087
155169,0.123
155170,0.046
155171,0.115
155172,0.097
155173,0.299
155174,0.211
155175,0.235
155176,0.13
155177,0.165
155178,0.069
155179,0.221
155180,0.108
155181,0.154
155182,0.293
155183,0.054
155184,0.013
155185,0.117
155186,0.069
155187,0.073
155188,0.155
155189,0.023
155190,0.135
155191,0.172
155192,0.093
155193,0.102
155194,0.155
155195,0.309
155196,0.147
155197,0.121
155198,0.171
155199,0.27
155200,0.124
155201,0.121
155202,0.118
155203,0.222
155204,0.191
155205,0.148
155206,0.22
155207,0.507
155208,0.192
155209,0.228
155210,0.121
155211,0.171
155212,0.358
155213,0.153
155214,0.213
155215,0.592
155216,0.3
155217,0.042
155218,0.094
155219,0.142
155220,0.092
155221,0.132
155222,0.12
155223,0.199
155224,0.095
155225,0.154
155226,0.339
155227,0.136
155228,0.135
155229,0.129
155230,0.161
155231,0.074
155232,0.078
155233,0.123
155234,0.177
155235,0.08
155236,0.138
155237,0.441
155238,0.185
155239,0.057
155240,0.155
155241,0.168
155242,0.089
155243,0.125
155244,0.2
155245,0.208
155246,0.205
155247,0.13
155248,0.045
155249,0.091
155250,0.157
155251,0.084
155252,0.264
155253,0.054
155254,0.166
155255,0.336
155256,0.187
155257,0.103
155258,0.094
155259,0.307
155260,0.106
155261,0.047
155262,0.45
155263,0.211
155264,0.025
155265,0.446
155266,0.212
155267,0.546
155268,0.131
155269,0.326
155270,0.016
155271,0.198
155272,0.117
155273,0.119
155274,0.414
155275,0.187
155276,0.111
155277,0.052
155278,0.18
155279,0.223
155280,0.048
155281,0.097
155282,0.097
155283,0.151
155284,0.118
155285,0.157
155286,0.071
155287,0.159
155288,0.111
155289,0.241
155290,0.058
155291,0.179
155292,0.554
155293,0.077
155294,0.15
155295,0.113
155296,0.114
155297,0.126
155298,0.106
155299,0.319
155300,0.077
155301,0.298
155302,0.08
155303,0.046
155304,0.235
155305,0.454
155306,0.052
155307,0.198
155308,0.301
155309,0.134
155310,0.124
155311,0.07
155312,0.321
155313,0.034
155314,0.391
155315,0.729
155316,0.09
155317,0.242
155318,0.121
155319,0.153
155320,0.19
155321,0.151
155322,0.278
155323,0.101
155324,0.043
155325,0.276
155326,0.047
155327,0.103
155328,0.168
155329,0.065
155330,0.084
155331,0.281
155332,0.177
155333,0.31
155334,0.168
155335,0.503
155336,0.039
155337,0.045
155338,0.158
155339,0.018
155340,0.453
155341,0.054
155342,0.146
155343,0.008
155344,0.134
155345,0.144
155346,0.018
155347,0.113
155348,0.096
155349,0.079
155350,0.035
155351,0.022
155352,0.068
155353,0.207
155354,0.067
155355,0.115
155356,0.114
155357,0.115
155358,0.203
155359,0.144
155360,0.139
155361,0.281
155362,0.273
155363,0.461
155364,0.069
155365,0.087
155366,0.309
155367,0.152
155368,0.485
155369,0.124
155370,0.134
155371,0.068
155372,0.12
155373,0.608
155374,0.05
155375,0.89
155376,0.153
155377,0.03
155378,0.061
155379,0.201
155380,0.522
155381,0.21
155382,0.182
155383,0.092
155384,0.134
155385,0.355
155386,0.168
155387,0.062
155388,0.039
155389,0.109
155390,0.154
155391,0.112
155392,0.304
155393,0.082
155394,0.134
155395,0.091
155396,0.104
155397,0.12
155398,0.142
155399,0.133
155400,0.241
155401,0.077
155402,0.117
155403,0.252
155404,0.182
155405,0.067
155406,0.368
155407,0.442
155408,0.12
155409,0.115
155410,0.128
155411,0.24
155412,0.304
155413,0.101
155414,0.269
155415,0.117
155416,0.114
155417,0.321
155418,0.089
155419,0.531
155420,0.2
155421,0.076
155422,0.157
155423,0.173
155424,0.031
155425,0.22
155426,0.101
155427,0.326
155428,0.283
155429,0.111
155430,0.171
155431,0.249
155432,0.178
155433,0.16
155434,0.066
155435,0.364
155436,0.184
155437,0.353
155438,0.023
155439,0.092
155440,0.457
155441,0.107
155442,0.081
155443,0.468
155444,0.14
155445,0.423
155446,0.107
155447,0.182
155448,0.081
155449,0.212
155450,0.21
155451,0.293
155452,0.163
155453,0.091
155454,0.151
155455,0.066
155456,0.103
155457,0.411
155458,0.25
155459,0.087
155460,0.088
155461,0.131
155462,0.131
155463,0.249
155464,0.179
155465,0.198
155466,0.099
155467,0.13
155468,0.086
155469,0.299
155470,0.062
155471,0.091
155472,0.023
155473,0.101
155474,0.071
155475,0.156
155476,0.198
155477,0.056
155478,0.05
155479,0.091
155480,0.104
155481,0.095
155482,0.369
155483,0.264
155484,0.044
155485,0.178
155486,0.161
155487,0.072
155488,0.131
155489,0.395
155490,0.189
155491,0.192
155492,0.133
155493,0.229
155494,0.228
155495,0.074
155496,0.043
155497,0.129
155498,0.034
155499,0.136
155500,0.111
155501,0.144
155502,0.06
155503,0.086
155504,0.287
155505,0.227
155506,0.282
155507,0.251
155508,0.051
155509,0.038
155510,0.319
155511,0.046
155512,0.069
155513,0.131
155514,0.054
155515,0.127
155516,0.288
155517,0.241
155518,0.625
155519,0.151
155520,0.115
155521,0.19
155522,0.057
155523,0.227
155524,0.083
155525,0.447
155526,0.065
155527,0.436
155528,0.039
155529,0.35
155530,0.057
155531,0.126
155532,0.132
155533,0.229
155534,0.119
155535,0.106
155536,0.109
155537,0.132
155538,0.389
155539,0.184
155540,0.427
155541,0.093
155542,0.069
155543,0.111
155544,0.203
155545,0.079
155546,0.209
155547,0.214
155548,0.475
155549,0.09
155550,0.84
155551,0.11
155552,0.121
155553,0.057
155554,0.178
155555,0.31
155556,0.094
155557,0.021
155558,0.103
155559,0.155
155560,0.398
155561,0.412
155562,0.218
155563,0.182
155564,0.167
155565,0.116
155566,0.103
155567,0.108
155568,0.123
155569,0.148
155570,0.114
155571,0.11
155572,0.092
155573,0.107
155574,0.258
155575,0.395
155576,0.137
155577,0.123
155578,0.257
155579,0.098
155580,0.097
155581,0.204
155582,0.285
155583,0.062
155584,0.134
155585,0.071
155586,0.251
155587,0.151
155588,0.117
155589,0.367
155590,0.054
155591,0.102
155592,0.042
155593,0.165
155594,0.071
155595,0.448
155596,0.077
155597,0.318
155598,0.024
155599,0.5
155600,0.156
155601,0.166
155602,0.174
155603,0.022
155604,0.272
155605,0.096
155606,0.174
155607,0.008
155608,0.089
155609,0.332
155610,0.142
155611,0.112
155612,0.052
155613,0.289
155614,0.229
155615,0.13
155616,0.29
155617,0.529
155618,0.073
155619,0.198
155620,0.068
155621,0.164
155622,0.096
155623,0.172
155624,0.182
155625,0.251
155626,0.217
155627,0.159
155628,0.088
155629,0.204
155630,0.075
155631,0.301
155632,0.194
155633,0.17
155634,0.497
155635,0.013
155636,0.143
155637,0.16
155638,0.288
155639,0.233
155640,0.039
155641,0.137
155642,0.118
155643,0.127
155644,0.036
155645,0.13
155646,0.127
155647,0.263
155648,0.319
155649,0.197
155650,0.146
155651,0.038
155652,0.068
155653,1.153
155654,0.116
155655,0.034
155656,0.266
155657,0.341
155658,0.239
155659,0.094
155660,0.07
155661,0.124
155662,0.071
155663,0.503
155664,0.04
155665,0.074
155666,0.027
155667,0.41
155668,0.138
155669,0.012
155670,0.105
155671,0.359
155672,0.257
155673,0.107
155674,0.114
155675,0.267
155676,0.195
155677,0.434
155678,0.066
155679,0.13
155680,0.469
155681,0.228
155682,0.119
155683,0.096
155684,0.693
155685,0.134
155686,0.094
155687,0.1
155688,0.185
155689,0.095
155690,0.102
155691,0.093
155692,0.305
155693,0.068
155694,0.096
155695,0.075
155696,0.393
155697,0.105
155698,0.108
155699,0.163
155700,0.178
155701,0.463
155702,0.062
